"blueWins","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueTowersDestroyed","blueTotalGold","blueAvgLevel","blueGoldDiff","blueExperienceDiff","blueCSPerMin","blueGoldPerMin","redKills","redDeaths","redAssists","redEliteMonsters","redTowersDestroyed","redTotalGold","redAvgLevel","redGoldDiff","redExperienceDiff","redCSPerMin","redGoldPerMin"
1,5,6,3,1,0,15762,7,-208,-353,21.6,1576.2,6,5,5,0,0,15970,7,208,353,22.1,1597
0,3,6,4,0,0,14749,6.8,-2513,-3419,20,1474.9,6,3,5,0,0,17262,7.4,2513,3419,24.6,1726.2
1,4,4,9,1,0,15405,6.8,-601,-1965,21.5,1540.5,4,4,5,1,0,16006,7.2,601,1965,24.9,1600.6
1,7,4,4,1,0,16775,7,1753,2303,22.1,1677.5,4,7,7,0,0,15022,6.4,-1753,-2303,21.3,1502.2
0,2,3,1,1,0,14667,6.8,-751,-1229,20.2,1466.7,3,2,5,0,0,15418,7.2,751,1229,23.9,1541.8
1,7,6,6,1,0,17409,6.8,1430,107,24.1,1740.9,6,7,7,1,0,15979,7,-1430,-107,17.3,1597.9
1,5,6,5,1,0,15706,6.6,-469,-1237,22.8,1570.6,6,5,4,0,0,16175,7,469,1237,22.9,1617.5
1,9,7,7,1,0,16466,6.6,-1099,-1318,18.8,1646.6,7,9,7,0,0,17565,7,1099,1318,23.2,1756.5
1,12,5,12,0,0,20190,7.2,5553,3915,20,2019,5,12,4,1,0,14637,6.4,-5553,-3915,21.8,1463.7
1,9,4,13,0,0,17408,7.2,2091,1359,20.4,1740.8,4,9,2,0,0,15317,6.8,-2091,-1359,22.7,1531.7
0,4,8,5,1,0,15591,7,-1951,-1575,22.8,1559.1,8,4,6,0,0,17542,7.4,1951,1575,23.6,1754.2
1,6,6,7,1,0,16410,7.2,96,-24,21.1,1641,6,6,5,0,0,16314,7,-96,24,20.3,1631.4
0,9,6,9,0,0,17854,7.2,1762,2377,21.9,1785.4,6,9,7,1,0,16092,6.6,-1762,-2377,20.2,1609.2
1,8,2,9,1,0,17243,7.2,3082,1360,23.3,1724.3,2,8,0,0,0,14161,6.6,-3082,-1360,22.2,1416.1
1,9,3,6,1,0,16987,7.2,2608,3387,18.9,1698.7,3,9,5,0,0,14379,6.4,-2608,-3387,17.2,1437.9
0,5,3,3,0,0,14818,6.4,-1460,-2414,20.4,1481.8,3,5,3,0,0,16278,7.4,1460,2414,23.1,1627.8
1,11,3,11,1,0,18633,7.4,3784,2577,23.2,1863.3,3,11,3,0,0,14849,6.8,-3784,-2577,20.9,1484.9
0,10,12,8,0,0,17566,6.8,-2053,-1784,20.2,1756.6,12,10,12,2,0,19619,7,2053,1784,21.4,1961.9
0,4,7,4,0,0,14956,6.6,-2020,-2716,19.8,1495.6,7,4,2,0,0,16976,7.2,2020,2716,24.6,1697.6
0,8,6,9,1,0,18206,7.2,1137,-92,22.4,1820.6,6,8,6,0,0,17069,7.4,-1137,92,22,1706.9
0,6,8,11,0,0,15758,7,-1561,-1578,20.4,1575.8,8,6,9,0,0,17319,7,1561,1578,21.3,1731.9
0,1,4,1,0,0,15632,7.2,-598,-1285,26.8,1563.2,4,1,6,2,0,16230,7.2,598,1285,23.8,1623
0,7,9,8,0,0,16278,6.6,-1829,-1668,18.1,1627.8,9,7,10,1,0,18107,7,1829,1668,21.2,1810.7
1,11,4,10,1,0,17131,7.2,2036,1891,21.5,1713.1,4,11,3,0,0,15095,6.8,-2036,-1891,18.8,1509.5
1,8,10,9,1,0,16795,6.8,-1381,-907,20.3,1679.5,10,8,9,0,0,18176,7.2,1381,907,22.1,1817.6
1,12,7,6,1,0,19070,7,2247,1367,21,1907,7,12,9,0,0,16823,6.6,-2247,-1367,20.5,1682.3
1,5,5,5,1,0,15993,7,-800,72,22.7,1599.3,5,5,6,0,0,16793,7.2,800,-72,24.3,1679.3
0,6,6,6,0,0,15715,6.6,-826,-979,18.8,1571.5,6,6,7,1,0,16541,7,826,979,23.7,1654.1
1,11,3,9,1,0,18583,7.2,4280,2681,20.4,1858.3,3,11,2,0,0,14303,6.4,-4280,-2681,20.2,1430.3
0,9,9,11,1,0,16848,6.6,-973,-2691,20,1684.8,9,9,12,0,0,17821,7,973,2691,21.4,1782.1
1,8,4,11,1,0,17903,7.2,1970,1999,20.6,1790.3,4,8,4,0,0,15933,7,-1970,-1999,23.4,1593.3
1,3,6,5,1,0,14724,6.6,-1858,-1476,19.5,1472.4,6,3,7,1,0,16582,7,1858,1476,22.5,1658.2
0,8,11,9,0,0,16371,6.6,-1867,-2002,20.1,1637.1,11,8,11,1,0,18238,7.2,1867,2002,19,1823.8
1,7,9,14,2,0,16571,6.2,-684,-2401,19.2,1657.1,9,7,16,0,0,17255,6.8,684,2401,18.7,1725.5
1,4,9,6,0,0,15445,6.8,-3056,-2938,22.5,1544.5,9,4,8,1,0,18501,7.4,3056,2938,22.1,1850.1
0,4,10,2,0,0,13980,6.2,-4330,-4347,18.1,1398,10,4,12,0,0,18310,7.4,4330,4347,22.8,1831
1,11,13,6,0,0,17984,7,-1348,105,17.8,1798.4,13,11,10,1,0,19332,6.8,1348,-105,21,1933.2
1,8,6,11,0,0,17588,7.2,1800,713,23.8,1758.8,6,8,9,1,0,15788,6.8,-1800,-713,19.2,1578.8
0,6,5,8,0,0,16326,7.2,509,595,22.2,1632.6,5,6,1,1,0,15817,6.8,-509,-595,23.1,1581.7
0,7,4,9,0,0,17610,6.8,1883,973,23.3,1761,4,7,4,0,0,15727,6.6,-1883,-973,21.2,1572.7
0,8,8,9,0,0,17238,6.8,894,-3,20.9,1723.8,8,8,10,0,0,16344,7,-894,3,18.7,1634.4
0,6,10,3,1,0,15602,6.4,-3060,-2937,20.6,1560.2,10,6,7,0,0,18662,7.4,3060,2937,23.8,1866.2
0,7,9,8,0,0,15615,6.8,-3370,-2779,18.8,1561.5,9,7,7,1,0,18985,7.2,3370,2779,25,1898.5
0,6,5,7,1,0,15138,6.6,-452,-1060,19.1,1513.8,5,6,5,0,0,15590,7,452,1060,20.6,1559
1,8,5,8,1,0,18021,7.2,1790,1764,25.3,1802.1,5,8,4,0,0,16231,7,-1790,-1764,23.7,1623.1
0,2,1,5,1,0,15063,6.6,790,-1155,22.7,1506.3,1,2,0,1,0,14273,7,-790,1155,21.7,1427.3
1,7,5,8,1,0,17561,6.6,545,411,21.5,1756.1,5,7,1,1,0,17016,6.6,-545,-411,21.8,1701.6
1,7,1,10,1,0,17696,7.2,3518,2503,25.7,1769.6,1,7,1,1,0,14178,6.6,-3518,-2503,23.9,1417.8
1,5,4,5,2,0,16548,6.8,780,523,22.6,1654.8,4,5,5,0,0,15768,7,-780,-523,22.6,1576.8
0,3,2,2,1,0,14610,6.6,-758,-1310,20.6,1461,2,3,2,0,0,15368,7,758,1310,24.9,1536.8
1,6,6,6,0,0,16398,6.8,4565,2632,19.4,1639.8,6,6,6,1,0,16039,6.4,-4565,-2632,20.2,1603.9
0,9,6,8,1,0,17698,7.2,726,1104,20.6,1769.8,6,9,5,0,0,16972,6.8,-726,-1104,22.9,1697.2
0,4,4,3,0,0,15021,6.8,-1254,-956,20.7,1502.1,4,4,5,2,0,16275,7,1254,956,24.9,1627.5
0,3,7,2,0,0,15226,6.8,-1207,-218,21,1522.6,7,3,7,0,0,16433,6.6,1207,218,21.5,1643.3
0,3,4,4,1,0,17064,7,1167,-1436,26.3,1706.4,4,3,5,1,0,15897,7.2,-1167,1436,21.4,1589.7
0,1,3,1,0,0,15221,6.8,-179,-463,26.6,1522.1,3,1,4,1,0,15400,6.6,179,463,24,1540
0,10,4,9,1,0,17972,7.2,2363,1314,20.6,1797.2,4,10,3,0,0,15609,6.8,-2363,-1314,22.6,1560.9
1,9,7,9,0,0,18151,7.2,847,1606,22.7,1815.1,7,9,9,0,0,17304,7,-847,-1606,22.6,1730.4
1,13,2,16,1,0,19773,7.6,5622,3964,24,1977.3,2,13,4,0,0,14151,6.6,-5622,-3964,20.3,1415.1
1,5,4,5,0,0,16262,7,467,850,23.5,1626.2,4,5,4,0,0,15795,6.8,-467,-850,22.8,1579.5
0,7,7,8,1,0,17044,7,-115,141,20,1704.4,7,7,7,0,0,17159,7,115,-141,20.9,1715.9
1,7,1,9,0,0,17562,7.2,3512,2161,21.3,1756.2,1,7,2,1,0,14050,6.8,-3512,-2161,21.5,1405
0,3,6,4,0,0,14364,6.8,-2845,-1461,20.4,1436.4,6,3,5,1,0,17209,7,2845,1461,20.8,1720.9
1,9,2,10,0,0,17855,7.2,4076,2996,21.1,1785.5,2,9,1,1,0,13779,6.6,-4076,-2996,21.1,1377.9
1,6,9,6,2,0,15874,6.4,-1806,-2407,19.5,1587.4,9,6,11,0,0,17680,7.2,1806,2407,22.8,1768
1,6,7,6,0,0,16881,7,-216,301,22.8,1688.1,7,6,6,0,0,17097,7,216,-301,23.3,1709.7
0,11,5,8,1,0,18060,7.2,1635,416,19.2,1806,5,11,3,0,0,16425,6.6,-1635,-416,20.4,1642.5
0,4,10,2,0,0,15106,6.8,-3081,-1236,20.1,1510.6,10,4,14,0,0,18187,6.8,3081,1236,19.2,1818.7
1,4,1,3,0,0,16454,7.6,2711,2693,24.1,1645.4,1,4,1,0,0,13743,6.6,-2711,-2693,21.1,1374.3
1,8,1,13,1,0,18078,6.8,5354,4695,24.7,1807.8,1,8,0,0,0,12724,7,-5354,-4695,16.6,1272.4
0,4,5,4,0,0,15300,6.6,-188,-535,21.2,1530,5,4,5,0,0,15488,6.8,188,535,23.2,1548.8
1,7,3,1,2,0,18919,7.6,3983,3375,25.2,1891.9,3,7,5,0,0,14936,6.8,-3983,-3375,23,1493.6
1,2,4,4,1,0,15565,6.4,-1185,-2402,25.1,1556.5,4,2,8,1,0,16750,7.4,1185,2402,26.7,1675
1,11,2,6,1,0,18553,7,4260,1422,20.4,1855.3,2,11,1,0,0,14293,6.8,-4260,-1422,21,1429.3
1,3,3,2,0,0,16639,7.2,835,1506,26.9,1663.9,3,3,4,1,0,15804,7,-835,-1506,21.6,1580.4
1,8,6,7,0,0,18273,7,2879,2522,21.1,1827.3,6,8,7,0,0,15394,6.4,-2879,-2522,19.5,1539.4
1,6,8,5,0,0,16560,7,-407,-1257,20.3,1656,8,6,7,1,0,16967,7.4,407,1257,22.3,1696.7
0,5,10,7,0,0,13742,7,-5705,-28,21.8,1374.2,10,5,11,1,0,19447,6.8,5705,28,21.8,1944.7
0,9,5,12,1,0,17525,7,1270,365,22.1,1752.5,5,9,2,0,0,16255,7.4,-1270,-365,21.8,1625.5
0,4,9,5,1,0,15123,6.8,-3204,-779,21,1512.3,9,4,16,1,0,18327,7,3204,779,21.6,1832.7
0,4,7,4,0,0,14686,6.4,-3927,-3207,18.4,1468.6,7,4,4,1,0,18613,7,3927,3207,26.2,1861.3
1,8,7,12,1,0,16957,6.6,78,658,21.5,1695.7,7,8,11,0,0,16879,6.8,-78,-658,20.7,1687.9
1,4,2,3,0,0,16796,7.2,1789,2100,27.6,1679.6,2,4,4,0,0,15007,6.8,-1789,-2100,23.2,1500.7
0,10,7,12,0,0,18592,7.2,1577,678,21.2,1859.2,7,10,4,2,0,17015,7,-1577,-678,23.3,1701.5
0,8,4,10,0,0,16411,6.6,590,1002,17.6,1641.1,4,8,4,0,0,15821,6.6,-590,-1002,20.8,1582.1
0,5,4,4,0,0,15730,6.6,-384,-1408,22.3,1573,4,5,3,1,0,16114,7,384,1408,22,1611.4
1,4,5,2,1,0,16302,7.2,315,667,25.6,1630.2,5,4,3,1,0,15987,6.8,-315,-667,22.4,1598.7
0,4,2,2,1,0,15447,6.6,580,-1033,21.7,1544.7,2,4,2,1,0,14867,6.8,-580,1033,22.8,1486.7
1,6,3,7,1,0,17299,6.6,1870,-729,22.3,1729.9,3,6,4,1,0,15429,7,-1870,729,22.6,1542.9
1,8,3,8,2,0,17500,6.8,3308,2114,22.9,1750,3,8,3,0,0,14192,6.6,-3308,-2114,21.5,1419.2
0,4,7,5,1,0,15659,7.2,-2542,1134,21,1565.9,7,4,15,1,0,18201,7,2542,-1134,23.3,1820.1
0,7,6,8,0,0,16286,7,369,561,22.3,1628.6,6,7,8,0,0,15917,7,-369,-561,19.6,1591.7
0,3,2,6,1,0,15335,6.8,187,-954,23.9,1533.5,2,3,1,0,0,15148,6.8,-187,954,24.8,1514.8
0,8,5,6,2,0,17744,7.2,1109,735,23.7,1774.4,5,8,3,0,0,16635,7.2,-1109,-735,23.1,1663.5
1,9,6,10,1,0,17592,7.4,1572,2134,21.3,1759.2,6,9,9,1,0,16020,6.8,-1572,-2134,21.1,1602
0,3,9,4,1,0,15732,7,-2080,-202,20.1,1573.2,9,3,12,1,0,17812,7.2,2080,202,20.2,1781.2
0,5,11,6,0,0,16544,7,-2929,-1731,22.2,1654.4,11,5,6,1,0,19473,7.2,2929,1731,22.7,1947.3
1,11,11,14,0,0,18913,7,1441,922,21.5,1891.3,11,11,11,1,0,17472,7,-1441,-922,20,1747.2
1,6,5,5,0,0,16757,7.2,873,2194,22.5,1675.7,5,6,7,0,0,15884,6.6,-873,-2194,20.5,1588.4
1,4,8,2,0,0,16152,7,-633,-502,21.2,1615.2,8,4,14,1,0,16785,7,633,502,19.6,1678.5
0,2,2,2,1,0,14505,7,-838,-593,22.4,1450.5,2,2,1,1,0,15343,7.2,838,593,25.3,1534.3
1,4,6,6,0,0,15575,6.8,-1098,271,23.6,1557.5,6,4,10,0,0,16673,6.8,1098,-271,24.5,1667.3
0,6,5,12,1,0,18187,7.2,1909,1010,25.7,1818.7,5,6,4,1,0,16278,7,-1909,-1010,24.8,1627.8
1,8,10,3,1,0,16674,6.8,-1577,-716,22.3,1667.4,10,8,11,0,0,18251,7,1577,716,20.9,1825.1
0,8,8,8,1,0,16028,6.6,-728,-608,18.7,1602.8,8,8,7,0,0,16756,6.8,728,608,18.4,1675.6
0,5,6,6,0,0,16157,7,142,1215,22.1,1615.7,6,5,6,1,0,16015,6.8,-142,-1215,19.9,1601.5
0,6,9,5,0,0,15773,7,-2069,-22,22.8,1577.3,9,6,11,1,0,17842,7,2069,22,22.2,1784.2
1,4,3,5,0,0,17262,7,1673,1200,24.8,1726.2,3,4,2,2,0,15589,6.8,-1673,-1200,19.7,1558.9
0,3,10,3,1,0,14367,6.4,-5085,-3236,19.2,1436.7,10,3,13,0,0,19452,7.4,5085,3236,24.9,1945.2
1,5,4,10,1,0,15387,7,337,1346,17.4,1538.7,4,5,4,0,0,15050,6.8,-337,-1346,21.3,1505
1,3,4,1,1,0,15326,7.2,-233,1969,22.6,1532.6,4,3,5,0,0,15559,6.6,233,-1969,22.2,1555.9
1,7,4,11,0,0,16867,7.2,920,1488,21.9,1686.7,4,7,6,1,0,15947,7,-920,-1488,21,1594.7
1,3,3,0,1,0,14162,6.8,-1078,692,20.1,1416.2,3,3,4,0,0,15240,6.8,1078,-692,24,1524
0,5,5,6,1,0,16253,6.8,-17,-1171,21.2,1625.3,5,5,2,0,0,16270,7.2,17,1171,24.3,1627
0,1,9,2,1,0,14041,6.6,-4377,-4323,22.9,1404.1,9,1,5,0,0,18418,7.4,4377,4323,23.4,1841.8
1,8,4,9,0,0,18051,7.2,2563,2910,24.7,1805.1,4,8,4,0,0,15488,6.6,-2563,-2910,23.3,1548.8
1,4,3,5,0,0,16441,7,1254,400,24.4,1644.1,3,4,4,0,0,15187,6.8,-1254,-400,21.8,1518.7
0,4,4,7,1,0,16157,6.8,-521,97,23.9,1615.7,4,4,3,0,0,16678,7,521,-97,25.5,1667.8
0,10,6,9,1,0,19793,7.4,3387,1454,24.3,1979.3,6,10,9,1,0,16406,7,-3387,-1454,23.9,1640.6
1,7,8,8,1,0,16284,7.4,-496,604,19.7,1628.4,8,7,7,0,0,16780,7,496,-604,20.9,1678
0,5,11,4,0,0,15617,6.6,-3516,-2677,20.2,1561.7,11,5,6,1,0,19133,7.4,3516,2677,23.7,1913.3
1,6,7,4,1,0,17261,7,1579,1615,20.6,1726.1,7,6,9,0,0,15682,6.6,-1579,-1615,18.4,1568.2
0,8,9,9,1,0,17385,7.2,-747,-782,18.5,1738.5,9,8,12,0,0,18132,7.4,747,782,21.4,1813.2
1,6,9,14,0,0,20134,7.4,2445,1767,18.3,2013.4,9,6,7,0,0,17689,7,-2445,-1767,22.1,1768.9
1,3,2,4,1,0,14867,7,-178,738,20.5,1486.7,2,3,2,0,0,15045,6.8,178,-738,24.5,1504.5
0,4,7,5,0,0,15312,6.6,-1844,-2222,20.3,1531.2,7,4,10,0,0,17156,7.2,1844,2222,22.7,1715.6
1,2,3,2,2,0,14815,6.8,-980,-1488,24.6,1481.5,3,2,0,0,0,15795,7.4,980,1488,25.9,1579.5
0,5,2,6,1,0,17511,7.4,2795,2702,25.3,1751.1,2,5,2,1,0,14716,7,-2795,-2702,24.4,1471.6
0,8,14,10,0,0,17157,6.6,-2095,-2096,20,1715.7,14,8,15,0,0,19252,7.4,2095,2096,20.6,1925.2
0,12,12,16,0,0,18714,6.8,801,262,19.9,1871.4,12,12,12,0,0,17913,6.8,-801,-262,18.2,1791.3
1,8,10,5,1,0,17136,6.8,-506,-700,22.4,1713.6,10,8,7,0,0,17642,7.2,506,700,21.8,1764.2
1,8,7,7,0,0,16966,7.4,705,2576,22.8,1696.6,7,8,5,1,0,16261,6.6,-705,-2576,19.8,1626.1
1,7,6,7,0,0,16948,7,707,1131,22.2,1694.8,6,7,6,0,0,16241,6.8,-707,-1131,22.1,1624.1
1,7,3,8,0,0,17552,7.4,2098,2184,23.3,1755.2,3,7,3,2,0,15454,6.8,-2098,-2184,23.6,1545.4
1,10,5,13,0,0,17941,6.8,1680,1254,20.6,1794.1,5,10,5,0,0,16261,6.4,-1680,-1254,21.5,1626.1
0,4,8,2,0,0,16334,6.4,-300,-1937,21.8,1633.4,8,4,7,1,0,16634,7,300,1937,22.4,1663.4
0,1,10,2,0,0,13342,6.4,14,-4772,17.7,1334.2,10,1,13,2,0,19882,7.4,-14,4772,23.4,1988.2
1,8,5,9,1,0,18014,7.2,1388,973,23.8,1801.4,5,8,5,0,0,16626,7.2,-1388,-973,22.5,1662.6
0,2,7,2,0,0,15114,6.8,-1158,-1281,21.9,1511.4,7,2,6,2,0,16272,7.2,1158,1281,23.1,1627.2
0,6,8,8,1,0,18234,6.6,1619,-575,20.5,1823.4,8,6,5,0,0,16615,7,-1619,575,20.9,1661.5
0,4,6,3,1,0,16061,7.2,-299,454,22.8,1606.1,6,4,5,0,0,16360,6.6,299,-454,22.5,1636
0,6,2,4,0,0,15828,6.8,1176,763,21.8,1582.8,2,6,2,1,0,14652,6.8,-1176,-763,21.8,1465.2
0,3,5,3,0,0,15767,7.2,-943,140,23.3,1576.7,5,3,5,1,0,16710,7.2,943,-140,24.9,1671
0,7,8,5,1,0,16460,7,-1449,-777,20.2,1646,8,7,4,1,0,17909,7.4,1449,777,23.6,1790.9
0,4,8,3,0,0,16138,7,-1531,-2275,21.7,1613.8,8,4,7,0,0,17669,7.4,1531,2275,22.8,1766.9
0,7,8,6,1,0,16482,6.6,-672,-335,22.9,1648.2,8,7,13,1,0,17154,6.8,672,335,19,1715.4
0,5,5,8,0,0,15656,6.6,-384,-2030,23,1565.6,5,5,2,1,0,16040,7,384,2030,23.3,1604
0,8,2,7,1,0,17281,7.4,2485,2934,21.9,1728.1,2,8,4,1,0,14796,6.8,-2485,-2934,20.7,1479.6
1,7,3,6,1,0,18195,7.4,4197,3107,25.2,1819.5,3,7,1,1,0,13998,6.8,-4197,-3107,18.7,1399.8
0,1,3,2,0,0,14054,6.6,-1744,-1555,20.5,1405.4,3,1,3,1,0,15798,7,1744,1555,23.2,1579.8
0,8,8,13,0,0,17191,6.8,654,478,18.8,1719.1,8,8,9,1,0,16537,6.6,-654,-478,19.1,1653.7
1,12,3,12,1,0,19226,7.4,4389,-28,22.8,1922.6,3,12,5,0,0,14837,6.4,-4389,28,21.7,1483.7
1,12,4,13,1,0,18705,7.4,3692,4028,21,1870.5,4,12,5,0,0,15013,6.4,-3692,-4028,21.9,1501.3
1,6,4,7,1,0,16057,7,172,-278,23.1,1605.7,4,6,7,1,0,15885,7,-172,278,24.2,1588.5
0,5,6,3,0,0,15722,6.8,-488,-98,22.4,1572.2,6,5,7,1,0,16210,6.8,488,98,19.2,1621
0,5,8,7,0,0,15513,6.6,-1791,507,20.3,1551.3,8,5,14,2,0,17304,6.8,1791,-507,22.5,1730.4
0,5,9,3,0,0,14964,6.6,-3225,-1705,19.6,1496.4,9,5,6,2,0,18189,7.4,3225,1705,24.9,1818.9
1,8,4,6,1,0,16678,6.6,2367,-249,19.6,1667.8,4,8,3,0,0,14311,6.4,-2367,249,21.9,1431.1
0,12,8,6,0,0,18238,6.8,1797,-723,18.9,1823.8,8,12,5,1,0,16441,6.8,-1797,723,19,1644.1
0,6,10,9,0,0,16758,7,-1356,-1064,24.3,1675.8,10,6,15,0,0,18114,7.2,1356,1064,20.7,1811.4
1,5,5,4,0,0,16545,7.2,-207,-251,23.5,1654.5,5,5,6,1,0,16752,7.2,207,251,23.5,1675.2
0,4,10,2,1,0,14843,6.4,-2691,-1778,17.6,1484.3,10,4,12,1,0,17534,7.2,2691,1778,19.9,1753.4
1,6,1,3,2,0,17459,7,3734,2743,22.6,1745.9,1,6,1,0,0,13725,6.4,-3734,-2743,19.8,1372.5
0,7,6,10,0,0,15878,6.6,567,-789,18.7,1587.8,6,7,7,0,0,15311,6.6,-567,789,22,1531.1
0,2,3,2,1,0,14462,7,-892,-818,21.3,1446.2,3,2,3,0,0,15354,7,892,818,24,1535.4
0,3,10,3,0,0,14788,6.4,-3231,-3010,19.4,1478.8,10,3,14,1,0,18019,7.4,3231,3010,22,1801.9
1,8,8,5,0,0,17871,7.4,1591,1901,24.3,1787.1,8,8,11,1,0,16280,6.6,-1591,-1901,19.7,1628
0,10,6,16,0,0,18080,7,1998,572,21.9,1808,6,10,8,0,0,16082,6.6,-1998,-572,22.5,1608.2
0,2,10,1,0,0,13268,6.2,14,-3333,17,1326.8,10,2,12,2,0,16378,7.2,-14,3333,25.3,1637.8
1,8,3,13,1,0,18291,7,3222,1012,23.5,1829.1,3,8,2,0,0,15069,7.2,-3222,-1012,23.2,1506.9
1,7,1,13,1,0,16795,7.2,1715,1548,23.8,1679.5,1,7,1,1,0,15080,7,-1715,-1548,25.4,1508
0,3,11,1,0,0,13602,6.4,-5088,-2609,17,1360.2,11,3,16,1,0,18690,7.2,5088,2609,23.1,1869
1,9,10,8,1,0,19162,7,1082,14,19.6,1916.2,10,9,16,1,0,18080,6.8,-1082,-14,20.3,1808
1,8,2,12,0,0,17253,7.2,1887,519,21.8,1725.3,2,8,3,1,0,15366,7,-1887,-519,23.3,1536.6
1,13,7,14,0,0,19713,7,2795,999,21.7,1971.3,7,13,8,0,0,16918,6.8,-2795,-999,17.7,1691.8
0,5,5,8,0,0,15675,6.4,549,224,21.8,1567.5,5,5,7,1,0,15126,6.6,-549,-224,17,1512.6
1,4,6,4,0,0,15691,7.2,96,466,23.7,1569.1,6,4,2,0,0,15595,6.8,-96,-466,22.1,1559.5
0,4,6,3,0,0,15008,6.6,-1015,-1751,21.4,1500.8,6,4,4,1,0,16023,6.8,1015,1751,20.8,1602.3
1,7,2,10,1,0,16867,7.2,2474,1015,23.2,1686.7,2,7,2,0,0,14393,6.6,-2474,-1015,23,1439.3
1,8,6,7,1,0,17104,7,-111,1062,22.3,1710.4,6,8,8,1,0,17215,6.8,111,-1062,20.1,1721.5
0,8,6,13,1,0,17731,6.8,1375,109,23.2,1773.1,6,8,4,0,0,16356,6.8,-1375,-109,20.6,1635.6
0,1,3,0,0,0,13751,6.8,-2507,-1567,19.9,1375.1,3,1,3,1,0,16258,7.2,2507,1567,26.9,1625.8
0,4,4,6,1,0,15544,6.6,201,-979,21.7,1554.4,4,4,3,0,0,15343,7,-201,979,21.4,1534.3
0,8,4,8,1,0,18057,7,3152,2104,23.1,1805.7,4,8,4,0,0,14905,6.4,-3152,-2104,21.1,1490.5
0,5,5,8,0,0,16321,7.4,120,-497,22.7,1632.1,5,5,4,1,0,16201,7.4,-120,497,21.6,1620.1
1,8,6,7,0,0,17394,6.8,1377,-221,19.9,1739.4,6,8,5,2,0,16017,6.8,-1377,221,21.8,1601.7
1,7,3,7,1,0,17622,7.2,3071,2643,23,1762.2,3,7,4,0,0,14551,6.6,-3071,-2643,22,1455.1
1,10,2,8,1,0,20127,7.2,6148,3541,25.1,2012.7,2,10,1,0,0,13979,6.4,-6148,-3541,19.6,1397.9
1,4,2,5,1,0,15800,6.8,295,791,20.9,1580,2,4,3,1,0,15505,6.8,-295,-791,20.6,1550.5
1,5,5,3,0,0,15723,6.8,451,1157,24.2,1572.3,5,5,5,0,0,15272,6.8,-451,-1157,23.4,1527.2
1,7,5,11,0,0,16544,6.8,732,280,19.6,1654.4,5,7,5,1,0,15812,6.8,-732,-280,19.9,1581.2
0,8,7,14,0,0,17758,6.8,920,-386,23.3,1775.8,7,8,5,1,0,16838,6.8,-920,386,21.4,1683.8
0,6,9,8,0,0,15890,6.6,-2039,-2297,19.9,1589,9,6,11,1,0,17929,6.8,2039,2297,22.3,1792.9
0,2,9,2,0,0,14646,6.6,-5036,-2248,21.9,1464.6,9,2,12,2,0,19682,7.4,5036,2248,26.2,1968.2
0,9,10,6,1,0,16898,7,-540,1330,21.1,1689.8,10,9,14,0,0,17438,6.6,540,-1330,19,1743.8
0,9,10,12,1,0,17524,7.2,-1319,-840,20.3,1752.4,10,9,13,1,0,18843,7.4,1319,840,22.3,1884.3
1,7,5,11,0,0,16541,6.4,2555,2123,23.1,1654.1,5,7,6,0,0,13986,6.2,-2555,-2123,21.8,1398.6
0,5,8,7,1,0,14566,7,-2663,-2578,16.4,1456.6,8,5,14,0,0,17229,6.6,2663,2578,20.9,1722.9
1,3,5,2,1,0,15929,7.2,17,44,25,1592.9,5,3,3,1,0,15912,7,-17,-44,20.3,1591.2
0,6,6,6,0,0,15866,6.6,-859,-1186,20.7,1586.6,6,6,10,0,0,16725,7.2,859,1186,24.5,1672.5
0,5,6,6,0,0,16126,7,61,1120,21.7,1612.6,6,5,7,1,0,16065,6.8,-61,-1120,20.3,1606.5
1,4,4,0,1,0,15620,7.2,-1761,-385,23.9,1562,4,4,8,1,0,17381,7.4,1761,385,24.3,1738.1
1,9,7,12,1,0,17524,7.2,1076,1282,18.5,1752.4,7,9,6,0,0,16448,6.6,-1076,-1282,20.9,1644.8
1,11,8,9,0,0,18746,7.2,2198,1355,22.5,1874.6,8,11,4,1,0,16548,6.8,-2198,-1355,20.4,1654.8
0,9,6,7,0,0,17187,7,626,98,21.3,1718.7,6,9,4,0,0,16561,7,-626,-98,23.1,1656.1
1,4,3,4,1,0,15181,7,911,449,21.6,1518.1,3,4,4,0,0,14270,6.8,-911,-449,22.3,1427
1,11,6,16,0,0,19563,7.2,4666,4288,22,1956.3,6,11,12,0,0,14897,6.2,-4666,-4288,21.8,1489.7
1,10,10,12,2,0,19197,7.2,1167,-431,22.2,1919.7,10,10,6,0,0,18030,7.2,-1167,431,21.9,1803
0,5,8,5,0,0,14803,6.8,-2454,-1437,17.7,1480.3,8,5,6,1,0,17257,7,2454,1437,21.9,1725.7
0,2,7,1,1,0,13508,6.2,-3580,-2967,16,1350.8,7,2,6,1,0,17088,6.6,3580,2967,19.3,1708.8
0,10,4,13,0,0,18978,7.6,4185,3377,26.2,1897.8,4,10,3,0,0,14793,6.8,-4185,-3377,20.5,1479.3
1,6,2,9,0,0,16627,7,1899,308,24.7,1662.7,2,6,0,1,0,14728,6.8,-1899,-308,23.1,1472.8
1,4,7,3,0,0,15562,6.8,-435,-427,22.5,1556.2,7,4,8,1,0,15997,7,435,427,19.6,1599.7
